student_id,course,institute_tier,cgpa,internships,certifications,job_portal_active,industry_demand,institute_score,placement_months,placement_label,starting_salary
STU0686,Data Science,1,8.97,1,4,1,0.85,1.0,6,placed_6m,1020786
STU0687,Engineering,2,8.11,1,0,1,0.75,0.7,6,placed_6m,730819
STU0688,Nursing,2,8.4,2,4,1,0.6,0.7,12,placed_12m,484806
STU0689,Engineering,2,6.69,2,3,0,0.75,0.7,12,placed_12m,675123
STU0690,MBA,2,7.04,2,1,0,0.7,0.7,6,placed_6m,827661
STU0691,MBA,2,5.62,1,4,1,0.7,0.7,12,placed_12m,756796
STU0692,Data Science,1,6.62,2,3,0,0.85,1.0,6,placed_6m,1166800
STU0693,Engineering,2,7.74,3,2,1,0.75,0.7,3,placed_3m,857221
STU0694,Engineering,3,8.63,0,0,0,0.75,0.45,6,placed_6m,761626
STU0695,Data Science,2,5.98,1,2,1,0.85,0.7,6,placed_6m,902152
STU0696,Engineering,3,6.8,1,3,1,0.75,0.45,6,placed_6m,701460
STU0697,Data Science,2,7.03,0,2,0,0.85,0.7,12,placed_12m,957262
STU0698,Engineering,3,5.66,2,2,0,0.75,0.45,3,placed_3m,622240
STU0699,MBA,3,7.85,2,3,1,0.7,0.45,6,placed_6m,862299
STU0700,Data Science,2,6.4,0,1,1,0.85,0.7,6,placed_6m,1038749
STU0701,Engineering,3,6.99,2,4,0,0.75,0.45,12,placed_12m,724596
STU0702,MBA,1,6.7,2,0,1,0.7,1.0,3,placed_3m,928287
STU0703,Engineering,1,6.33,3,4,0,0.75,1.0,3,placed_3m,752310
STU0704,Engineering,3,7.19,1,0,1,0.75,0.45,12,placed_12m,687052
STU0705,Arts,3,6.96,3,4,1,0.35,0.45,12,placed_12m,338402
STU0706,MBA,1,6.79,1,2,0,0.7,1.0,12,placed_12m,968984
STU0707,Law,2,6.4,1,1,1,0.45,0.7,12,placed_12m,507759
STU0708,Engineering,1,7.55,0,2,0,0.75,1.0,12,placed_12m,722505
STU0709,Data Science,2,9.02,0,1,0,0.85,0.7,12,placed_12m,1017456
STU0710,Nursing,3,7.35,2,3,0,0.6,0.45,12,placed_12m,435208
STU0711,Data Science,2,8.3,1,0,1,0.85,0.7,6,placed_6m,1086773
STU0712,MBA,2,5.67,1,0,1,0.7,0.7,24,delayed,789848
STU0713,MBA,2,7.37,0,3,1,0.7,0.7,6,placed_6m,811648
STU0714,MBA,1,5.99,2,4,0,0.7,1.0,6,placed_6m,813621
STU0715,Arts,2,5.58,0,3,0,0.35,0.7,24,delayed,238339
STU0716,Law,2,6.39,2,3,1,0.45,0.7,12,placed_12m,570253
STU0717,Arts,3,8.51,0,1,0,0.35,0.45,24,delayed,302700
STU0718,Engineering,3,8.25,0,3,1,0.75,0.45,24,delayed,628905
STU0719,Nursing,1,7.47,1,0,0,0.6,1.0,3,placed_3m,515375
STU0720,Arts,3,5.51,1,2,1,0.35,0.45,12,placed_12m,267478
STU0721,Engineering,3,6.98,1,1,0,0.75,0.45,6,placed_6m,734030
STU0722,Engineering,3,7.53,1,1,1,0.75,0.45,12,placed_12m,752900
STU0723,Nursing,2,7.39,3,4,0,0.6,0.7,6,placed_6m,414611
STU0724,Data Science,2,5.17,2,2,0,0.85,0.7,6,placed_6m,999133
STU0725,Law,2,6.22,0,1,0,0.45,0.7,12,placed_12m,522028
STU0726,Engineering,1,7.13,1,3,0,0.75,1.0,12,placed_12m,589118
STU0727,Nursing,2,7.79,2,1,0,0.6,0.7,6,placed_6m,424874
STU0728,Engineering,2,4.78,1,1,1,0.75,0.7,12,placed_12m,659724
STU0729,Engineering,2,7.02,0,1,1,0.75,0.7,3,placed_3m,777821
STU0730,Engineering,3,7.36,2,4,1,0.75,0.45,6,placed_6m,740549
STU0731,Law,2,8.13,2,1,1,0.45,0.7,3,placed_3m,641517
STU0732,Data Science,1,7.96,1,1,1,0.85,1.0,6,placed_6m,1140510
STU0733,Data Science,3,7.84,0,4,1,0.85,0.45,24,delayed,1094989
STU0734,MBA,3,6.32,0,2,1,0.7,0.45,3,placed_3m,916209
STU0735,Law,3,5.1,2,0,1,0.45,0.45,12,placed_12m,494889
STU0736,MBA,3,6.77,0,4,1,0.7,0.45,12,placed_12m,670037
STU0737,Law,2,8.3,1,4,0,0.45,0.7,3,placed_3m,532159
STU0738,MBA,3,8.73,1,1,0,0.7,0.45,6,placed_6m,977417
STU0739,MBA,1,7.98,1,1,1,0.7,1.0,3,placed_3m,954299
STU0740,MBA,2,7.67,3,0,0,0.7,0.7,6,placed_6m,956829
STU0741,MBA,2,7.62,2,1,1,0.7,0.7,3,placed_3m,816033
STU0742,Nursing,1,6.59,2,3,1,0.6,1.0,3,placed_3m,448238
STU0743,Data Science,1,7.06,0,1,0,0.85,1.0,12,placed_12m,1038787
STU0744,Engineering,2,9.04,0,1,0,0.75,0.7,12,placed_12m,740055
STU0745,Law,3,6.16,1,3,1,0.45,0.45,12,placed_12m,512302
STU0746,MBA,2,8.98,0,0,1,0.7,0.7,6,placed_6m,857495
STU0747,Data Science,1,6.85,3,3,0,0.85,1.0,3,placed_3m,1100945
STU0748,Arts,3,8.66,0,4,1,0.35,0.45,12,placed_12m,348478
STU0749,Data Science,2,5.65,1,3,1,0.85,0.7,6,placed_6m,1001737
STU0750,Engineering,2,7.84,1,2,0,0.75,0.7,6,placed_6m,751218
STU0751,Arts,3,6.39,2,4,0,0.35,0.45,12,placed_12m,288185
STU0752,Data Science,2,5.64,0,1,1,0.85,0.7,12,placed_12m,729768
STU0753,MBA,2,7.44,1,4,0,0.7,0.7,6,placed_6m,855753
STU0754,Engineering,3,8.31,1,0,1,0.75,0.45,6,placed_6m,664217
STU0755,Nursing,2,6.27,3,0,1,0.6,0.7,6,placed_6m,463200
STU0756,Data Science,2,5.55,0,3,1,0.85,0.7,12,placed_12m,1174870
STU0757,Data Science,3,7.1,3,4,1,0.85,0.45,6,placed_6m,1114255
STU0758,Law,3,7.1,2,1,1,0.45,0.45,12,placed_12m,677867
STU0759,Nursing,1,7.8,1,0,0,0.6,1.0,12,placed_12m,491717
STU0760,Engineering,1,8.24,2,1,0,0.75,1.0,3,placed_3m,763352
STU0761,MBA,1,7.13,0,2,1,0.7,1.0,6,placed_6m,916549
STU0762,Engineering,2,9.24,3,0,1,0.75,0.7,6,placed_6m,889202
STU0763,Nursing,2,7.45,1,3,0,0.6,0.7,3,placed_3m,507596
STU0764,Engineering,1,6.82,1,2,1,0.75,1.0,6,placed_6m,699451
STU0765,Data Science,3,5.43,1,4,0,0.85,0.45,24,delayed,913456
STU0766,Nursing,2,6.91,0,1,0,0.6,0.7,24,delayed,369060
STU0767,Law,2,6.83,3,0,0,0.45,0.7,3,placed_3m,645611
STU0768,MBA,2,8.26,0,2,1,0.7,0.7,24,delayed,957813
STU0769,Law,3,7.71,2,2,1,0.45,0.45,3,placed_3m,594518
STU0770,Engineering,1,5.9,1,0,0,0.75,1.0,6,placed_6m,667546
STU0771,Law,2,7.39,3,4,0,0.45,0.7,3,placed_3m,641017
STU0772,Engineering,3,7.94,0,4,0,0.75,0.45,12,placed_12m,687198
STU0773,MBA,2,8.88,1,3,1,0.7,0.7,6,placed_6m,946024
STU0774,Nursing,2,8.18,1,4,0,0.6,0.7,6,placed_6m,468898
STU0775,Engineering,2,8.04,2,3,1,0.75,0.7,3,placed_3m,743014
STU0776,Engineering,1,7.27,0,2,0,0.75,1.0,6,placed_6m,768288
STU0777,Nursing,1,7.63,0,0,1,0.6,1.0,12,placed_12m,480797
STU0778,Nursing,2,8.57,0,4,0,0.6,0.7,12,placed_12m,423728
STU0779,Data Science,2,5.73,2,3,1,0.85,0.7,12,placed_12m,933764
STU0780,Data Science,1,6.82,0,2,0,0.85,1.0,3,placed_3m,1047762
STU0781,Data Science,3,6.35,1,4,0,0.85,0.45,12,placed_12m,1012310
STU0782,Engineering,3,7.62,0,1,1,0.75,0.45,12,placed_12m,664618
STU0783,MBA,3,8.55,2,2,1,0.7,0.45,12,placed_12m,868407
STU0784,Engineering,3,6.54,3,4,1,0.75,0.45,6,placed_6m,705352
STU0785,Arts,2,4.57,1,2,1,0.35,0.7,24,delayed,273112
STU0786,Data Science,3,6.75,1,0,1,0.85,0.45,12,placed_12m,1040490
STU0787,MBA,1,8.2,0,0,1,0.7,1.0,6,placed_6m,955789
STU0788,MBA,3,7.79,0,0,0,0.7,0.45,24,delayed,790760
STU0789,Arts,3,7.67,1,1,1,0.35,0.45,6,placed_6m,325613
STU0790,Engineering,3,6.89,2,0,1,0.75,0.45,12,placed_12m,738882
STU0791,Data Science,3,5.79,1,1,0,0.85,0.45,12,placed_12m,893174
STU0792,Data Science,2,7.77,3,0,1,0.85,0.7,3,placed_3m,1173873
STU0793,Data Science,2,6.28,1,2,0,0.85,0.7,6,placed_6m,1007379
STU0794,Engineering,2,9.6,2,4,0,0.75,0.7,6,placed_6m,815070
STU0795,Law,2,7.83,1,4,1,0.45,0.7,3,placed_3m,578048
STU0796,Arts,1,6.56,1,0,1,0.35,1.0,6,placed_6m,338162
STU0797,Data Science,2,6.53,1,4,0,0.85,0.7,6,placed_6m,1103249
STU0798,Data Science,3,7.1,1,0,0,0.85,0.45,24,delayed,902934
STU0799,Arts,1,6.94,1,0,1,0.35,1.0,12,placed_12m,307666
STU0800,Nursing,3,8.43,2,3,0,0.6,0.45,3,placed_3m,425039
STU0801,Engineering,3,7.41,3,3,1,0.75,0.45,6,placed_6m,662459
STU0802,Data Science,3,6.4,1,3,1,0.85,0.45,24,delayed,981647
STU0803,Data Science,3,9.28,0,1,1,0.85,0.45,6,placed_6m,971104
STU0804,MBA,2,7.25,1,3,1,0.7,0.7,3,placed_3m,866972
STU0805,Nursing,3,8.05,1,0,1,0.6,0.45,6,placed_6m,460781
STU0806,Arts,3,6.53,0,2,1,0.35,0.45,24,delayed,293966
STU0807,Arts,1,7.6,2,3,1,0.35,1.0,6,placed_6m,350922
STU0808,MBA,2,7.54,3,3,1,0.7,0.7,3,placed_3m,957101
STU0809,Engineering,3,5.12,3,2,1,0.75,0.45,24,delayed,632784
STU0810,Arts,2,9.42,0,0,1,0.35,0.7,6,placed_6m,344512
STU0811,Law,2,8.62,2,1,0,0.45,0.7,6,placed_6m,629142
STU0812,Engineering,3,6.76,2,3,0,0.75,0.45,6,placed_6m,786693
STU0813,Arts,1,5.99,1,2,0,0.35,1.0,6,placed_6m,345786
STU0814,Law,2,7.58,1,0,0,0.45,0.7,12,placed_12m,687950
STU0815,Data Science,3,7.3,2,4,0,0.85,0.45,3,placed_3m,1012885
STU0816,Data Science,2,7.59,1,1,1,0.85,0.7,6,placed_6m,1065238
STU0817,MBA,1,7.41,1,2,1,0.7,1.0,6,placed_6m,851100
STU0818,Engineering,1,7.76,1,2,1,0.75,1.0,3,placed_3m,720096
STU0819,MBA,2,8.79,1,2,1,0.7,0.7,6,placed_6m,1051941
STU0820,Law,3,7.82,0,3,1,0.45,0.45,6,placed_6m,538491
STU0821,Engineering,2,6.05,3,4,1,0.75,0.7,3,placed_3m,803736
STU0822,MBA,2,8.7,2,1,1,0.7,0.7,3,placed_3m,889416
STU0823,MBA,2,9.0,2,0,0,0.7,0.7,3,placed_3m,912279
STU0824,Data Science,2,10.0,0,0,1,0.85,0.7,6,placed_6m,1125181
STU0825,Arts,3,5.96,2,4,1,0.35,0.45,6,placed_6m,304436
STU0826,MBA,3,7.47,0,2,0,0.7,0.45,12,placed_12m,871654
STU0827,MBA,1,4.91,0,2,1,0.7,1.0,24,delayed,811159
STU0828,Nursing,2,7.81,1,2,1,0.6,0.7,12,placed_12m,439071
STU0829,MBA,1,6.6,1,2,0,0.7,1.0,12,placed_12m,883137
STU0830,Engineering,2,9.32,1,2,1,0.75,0.7,24,delayed,728158
STU0831,MBA,3,6.35,0,4,0,0.7,0.45,12,placed_12m,719417
STU0832,Engineering,1,5.34,1,3,0,0.75,1.0,12,placed_12m,632634
STU0833,Engineering,2,6.68,0,1,1,0.75,0.7,12,placed_12m,708786
STU0834,MBA,2,5.03,3,2,1,0.7,0.7,6,placed_6m,736946
STU0835,MBA,3,8.03,1,3,1,0.7,0.45,12,placed_12m,959274
STU0836,Arts,3,4.93,2,0,1,0.35,0.45,12,placed_12m,280181
STU0837,MBA,1,7.23,1,4,0,0.7,1.0,3,placed_3m,882635
STU0838,Data Science,3,4.91,0,3,1,0.85,0.45,6,placed_6m,929160
STU0839,Data Science,2,6.85,3,2,1,0.85,0.7,12,placed_12m,1193580
STU0840,Engineering,2,9.01,1,2,1,0.75,0.7,6,placed_6m,810377
STU0841,Data Science,3,7.6,1,2,0,0.85,0.45,12,placed_12m,1051485
STU0842,Engineering,3,6.25,2,3,1,0.75,0.45,12,placed_12m,708674
STU0843,Arts,3,7.17,0,2,1,0.35,0.45,12,placed_12m,262069
STU0844,Engineering,2,7.22,2,3,1,0.75,0.7,6,placed_6m,698046
STU0845,MBA,2,7.72,1,2,1,0.7,0.7,6,placed_6m,842950
STU0846,Engineering,3,5.7,1,0,0,0.75,0.45,12,placed_12m,678676
STU0847,Arts,2,7.85,0,0,1,0.35,0.7,24,delayed,308535
STU0848,Data Science,2,4.23,0,1,1,0.85,0.7,12,placed_12m,939501
STU0849,Data Science,2,6.51,3,2,0,0.85,0.7,3,placed_3m,1126777
STU0850,Engineering,3,6.66,2,2,1,0.75,0.45,6,placed_6m,634996
STU0851,Nursing,2,7.9,0,3,1,0.6,0.7,6,placed_6m,427643
STU0852,Engineering,1,7.22,0,3,1,0.75,1.0,3,placed_3m,785100
STU0853,Law,3,5.65,2,2,1,0.45,0.45,6,placed_6m,507411
STU0854,Engineering,1,6.12,1,1,0,0.75,1.0,6,placed_6m,711988
STU0855,Engineering,2,7.42,1,2,1,0.75,0.7,6,placed_6m,671494
STU0856,Engineering,2,7.11,1,3,1,0.75,0.7,12,placed_12m,677321
STU0857,MBA,1,6.56,0,2,0,0.7,1.0,6,placed_6m,871466
STU0858,Data Science,1,6.67,2,3,0,0.85,1.0,3,placed_3m,1063207
STU0859,Engineering,1,7.97,3,2,0,0.75,1.0,3,placed_3m,759122
STU0860,Nursing,3,6.63,0,4,1,0.6,0.45,12,placed_12m,406382
STU0861,MBA,2,7.1,1,3,1,0.7,0.7,6,placed_6m,823806
STU0862,Data Science,3,9.59,1,1,1,0.85,0.45,6,placed_6m,1057794
STU0863,MBA,2,5.63,1,4,1,0.7,0.7,12,placed_12m,753679
STU0864,MBA,2,5.16,1,2,1,0.7,0.7,12,placed_12m,787687
STU0865,Data Science,2,8.06,2,3,0,0.85,0.7,6,placed_6m,1190484
STU0866,Engineering,2,6.45,1,4,1,0.75,0.7,6,placed_6m,752418
STU0867,Engineering,3,6.85,1,1,1,0.75,0.45,12,placed_12m,619654
STU0868,Law,2,6.34,1,3,1,0.45,0.7,6,placed_6m,649947
STU0869,Arts,2,6.91,0,4,1,0.35,0.7,12,placed_12m,288493
STU0870,MBA,3,8.96,0,4,1,0.7,0.45,12,placed_12m,937202
STU0871,Engineering,3,8.08,2,4,1,0.75,0.45,12,placed_12m,676828
STU0872,Data Science,3,8.15,0,0,0,0.85,0.45,24,delayed,924973
STU0873,MBA,2,5.64,2,2,1,0.7,0.7,12,placed_12m,790645
STU0874,Engineering,3,5.93,1,3,0,0.75,0.45,24,delayed,609494
STU0875,Engineering,2,4.08,1,3,0,0.75,0.7,3,placed_3m,640399
STU0876,Nursing,2,6.31,1,3,1,0.6,0.7,12,placed_12m,443614
STU0877,Data Science,2,8.25,1,4,0,0.85,0.7,6,placed_6m,1033139
STU0878,Engineering,2,7.77,0,2,0,0.75,0.7,3,placed_3m,655805
STU0879,Engineering,1,6.96,1,1,0,0.75,1.0,6,placed_6m,687191
STU0880,Engineering,2,7.18,2,3,1,0.75,0.7,6,placed_6m,716419
STU0881,Data Science,3,6.44,2,2,1,0.85,0.45,12,placed_12m,978268
STU0882,Engineering,2,7.43,1,2,1,0.75,0.7,3,placed_3m,667398
STU0883,Engineering,1,8.04,1,0,0,0.75,1.0,6,placed_6m,776714
STU0884,Nursing,1,5.42,0,3,1,0.6,1.0,24,delayed,475810
STU0885,Engineering,3,7.53,0,4,1,0.75,0.45,12,placed_12m,630662
STU0886,Data Science,2,8.23,0,2,0,0.85,0.7,12,placed_12m,1027442
STU0887,Engineering,2,6.74,3,2,1,0.75,0.7,6,placed_6m,755665
STU0888,Engineering,3,7.97,0,1,1,0.75,0.45,6,placed_6m,648799
STU0889,Engineering,3,10.0,0,0,0,0.75,0.45,6,placed_6m,768610
STU0890,Nursing,2,7.09,1,2,1,0.6,0.7,3,placed_3m,423267
STU0891,Law,3,7.63,0,2,1,0.45,0.45,6,placed_6m,627850
STU0892,Law,3,6.39,2,4,0,0.45,0.45,6,placed_6m,570577
STU0893,MBA,3,7.4,0,4,0,0.7,0.45,12,placed_12m,776525
STU0894,Data Science,1,7.71,0,1,0,0.85,1.0,12,placed_12m,1046897
STU0895,Engineering,3,7.41,2,1,0,0.75,0.45,12,placed_12m,666767
STU0896,Engineering,2,6.08,1,1,1,0.75,0.7,6,placed_6m,734742
STU0897,Law,2,7.43,2,4,1,0.45,0.7,6,placed_6m,557008
STU0898,Engineering,2,8.81,1,4,0,0.75,0.7,6,placed_6m,718691
STU0899,Engineering,1,7.69,1,0,1,0.75,1.0,3,placed_3m,730095
STU0900,Engineering,1,8.26,2,3,0,0.75,1.0,3,placed_3m,793242
STU0901,Engineering,3,6.94,0,3,0,0.75,0.45,24,delayed,609165
STU0902,Engineering,1,8.02,1,0,0,0.75,1.0,3,placed_3m,695417
STU0903,Data Science,2,7.51,1,3,1,0.85,0.7,12,placed_12m,1027536
STU0904,MBA,2,6.15,1,4,1,0.7,0.7,3,placed_3m,837614
STU0905,Law,1,7.55,2,3,0,0.45,1.0,3,placed_3m,618843
STU0906,Law,3,6.11,2,4,0,0.45,0.45,6,placed_6m,577282
STU0907,MBA,2,6.5,3,0,1,0.7,0.7,12,placed_12m,947808
STU0908,Engineering,2,7.41,2,1,1,0.75,0.7,6,placed_6m,724985
STU0909,MBA,2,7.53,1,0,0,0.7,0.7,3,placed_3m,908906
STU0910,Data Science,2,5.89,0,3,0,0.85,0.7,24,delayed,775536
STU0911,Engineering,1,8.36,1,4,1,0.75,1.0,6,placed_6m,753068
STU0912,Data Science,3,7.83,1,3,1,0.85,0.45,3,placed_3m,1115036
STU0913,MBA,3,6.42,1,3,0,0.7,0.45,24,delayed,758023
STU0914,Data Science,2,5.51,3,1,1,0.85,0.7,6,placed_6m,984556
STU0915,MBA,3,7.04,1,3,1,0.7,0.45,24,delayed,943184
STU0916,Engineering,3,6.71,1,1,1,0.75,0.45,3,placed_3m,748849
STU0917,Arts,3,7.32,1,4,1,0.35,0.45,6,placed_6m,326049
STU0918,Nursing,2,6.8,2,4,1,0.6,0.7,3,placed_3m,486992
STU0919,Engineering,2,4.99,2,1,1,0.75,0.7,12,placed_12m,541909
STU0920,Law,2,6.77,2,0,0,0.45,0.7,12,placed_12m,553651
STU0921,MBA,3,6.86,1,4,0,0.7,0.45,3,placed_3m,804508
STU0922,Law,3,7.9,2,0,1,0.45,0.45,6,placed_6m,585069
STU0923,Nursing,1,6.43,0,4,0,0.6,1.0,6,placed_6m,425563
STU0924,MBA,2,9.05,2,4,1,0.7,0.7,3,placed_3m,824056
STU0925,Engineering,3,5.1,1,2,1,0.75,0.45,12,placed_12m,620445
STU0926,Engineering,3,8.64,1,3,1,0.75,0.45,12,placed_12m,734363
STU0927,Data Science,3,6.95,1,3,1,0.85,0.45,12,placed_12m,1101732
STU0928,Data Science,3,8.15,2,0,0,0.85,0.45,6,placed_6m,1024541
STU0929,Engineering,2,7.29,0,3,1,0.75,0.7,6,placed_6m,643365
STU0930,Engineering,2,8.45,2,0,1,0.75,0.7,3,placed_3m,635216
STU0931,Law,3,6.77,1,4,0,0.45,0.45,24,delayed,519271
STU0932,Arts,1,5.99,1,2,1,0.35,1.0,24,delayed,337399
STU0933,Data Science,2,8.76,0,2,0,0.85,0.7,3,placed_3m,1055642
STU0934,Engineering,3,7.08,1,4,1,0.75,0.45,12,placed_12m,764140
STU0935,Engineering,1,7.44,1,1,1,0.75,1.0,3,placed_3m,737244
STU0936,Engineering,3,8.56,1,1,0,0.75,0.45,3,placed_3m,724052
STU0937,Arts,2,6.06,2,3,1,0.35,0.7,6,placed_6m,290741
STU0938,Engineering,3,7.86,1,0,1,0.75,0.45,3,placed_3m,709687
STU0939,Data Science,1,6.55,3,2,0,0.85,1.0,3,placed_3m,1001664
STU0940,Engineering,2,7.05,1,3,0,0.75,0.7,6,placed_6m,731435
STU0941,Data Science,2,7.28,2,4,1,0.85,0.7,6,placed_6m,1139486
STU0942,Data Science,2,5.55,0,2,1,0.85,0.7,24,delayed,1013608
STU0943,Law,3,6.34,1,0,1,0.45,0.45,6,placed_6m,498199
STU0944,Engineering,3,8.69,1,0,1,0.75,0.45,12,placed_12m,717292
STU0945,Engineering,1,8.17,1,1,1,0.75,1.0,6,placed_6m,794807
STU0946,Engineering,2,7.13,2,3,1,0.75,0.7,6,placed_6m,741662
STU0947,Arts,2,7.47,0,4,1,0.35,0.7,6,placed_6m,302861
STU0948,Law,2,6.88,0,2,1,0.45,0.7,12,placed_12m,458729
STU0949,Data Science,3,8.69,2,0,0,0.85,0.45,12,placed_12m,1119632
STU0950,Data Science,3,6.98,0,2,0,0.85,0.45,12,placed_12m,946602
STU0951,Data Science,3,7.46,2,4,1,0.85,0.45,6,placed_6m,1009425
STU0952,Engineering,3,8.46,1,2,0,0.75,0.45,6,placed_6m,746988
STU0953,Arts,2,6.34,2,3,1,0.35,0.7,12,placed_12m,320688
STU0954,MBA,3,8.91,0,1,1,0.7,0.45,6,placed_6m,800773
STU0955,MBA,3,5.52,0,2,0,0.7,0.45,24,delayed,608481
STU0956,Data Science,3,8.99,1,1,1,0.85,0.45,6,placed_6m,1008131
STU0957,Engineering,3,6.79,3,4,1,0.75,0.45,6,placed_6m,815066
STU0958,Engineering,2,6.93,1,1,1,0.75,0.7,12,placed_12m,721684
STU0959,Nursing,3,5.12,1,2,0,0.6,0.45,12,placed_12m,387399
STU0960,Engineering,1,6.7,2,2,0,0.75,1.0,3,placed_3m,738522
STU0961,Data Science,2,6.06,3,0,1,0.85,0.7,3,placed_3m,1050092
STU0962,Engineering,2,6.53,2,2,1,0.75,0.7,12,placed_12m,750973
STU0963,MBA,3,7.05,3,1,0,0.7,0.45,3,placed_3m,860212
STU0964,Engineering,3,8.25,0,0,0,0.75,0.45,6,placed_6m,711799
STU0965,MBA,3,7.43,0,2,1,0.7,0.45,3,placed_3m,807970
STU0966,Nursing,3,7.54,2,2,1,0.6,0.45,6,placed_6m,503994
STU0967,Engineering,2,5.99,2,4,1,0.75,0.7,3,placed_3m,725727
STU0968,Data Science,3,6.23,1,0,1,0.85,0.45,12,placed_12m,1043582
STU0969,MBA,2,9.18,0,4,1,0.7,0.7,6,placed_6m,892257
STU0970,Data Science,2,6.39,2,4,0,0.85,0.7,3,placed_3m,1129168
STU0971,Arts,1,9.02,0,4,1,0.35,1.0,24,delayed,343303
STU0972,Nursing,3,6.93,1,3,0,0.6,0.45,12,placed_12m,419431
STU0973,Engineering,3,7.2,1,4,1,0.75,0.45,12,placed_12m,743557
STU0974,Engineering,2,8.38,1,1,1,0.75,0.7,3,placed_3m,691518
STU0975,Engineering,1,8.6,2,2,0,0.75,1.0,6,placed_6m,810228
STU0976,Data Science,3,7.08,1,3,1,0.85,0.45,6,placed_6m,1034801
STU0977,Engineering,1,6.77,2,4,1,0.75,1.0,3,placed_3m,774398
STU0978,MBA,3,7.14,1,2,0,0.7,0.45,12,placed_12m,801896
STU0979,Data Science,3,7.57,1,0,1,0.85,0.45,12,placed_12m,1164439
STU0980,MBA,2,8.18,2,0,0,0.7,0.7,6,placed_6m,862195
STU0981,Nursing,2,7.2,1,2,1,0.6,0.7,6,placed_6m,489355
STU0982,Engineering,3,7.88,0,1,1,0.75,0.45,12,placed_12m,723746
STU0983,Engineering,3,9.0,0,2,0,0.75,0.45,3,placed_3m,801558
STU0984,Nursing,2,7.62,0,2,1,0.6,0.7,12,placed_12m,387187
STU0985,MBA,3,7.54,1,3,0,0.7,0.45,3,placed_3m,806038
STU0986,Data Science,1,5.53,2,0,1,0.85,1.0,3,placed_3m,1175608
STU0987,MBA,2,4.31,2,0,1,0.7,0.7,3,placed_3m,686672
STU0988,Engineering,3,7.63,2,4,0,0.75,0.45,12,placed_12m,620706
STU0989,Law,3,7.1,1,2,0,0.45,0.45,24,delayed,519526
STU0990,Nursing,1,6.63,1,2,1,0.6,1.0,6,placed_6m,462794
STU0991,Data Science,3,7.47,1,1,1,0.85,0.45,6,placed_6m,1135444
STU0992,Engineering,2,7.13,0,0,0,0.75,0.7,12,placed_12m,664113
STU0993,Data Science,2,8.44,0,1,1,0.85,0.7,6,placed_6m,1035781
STU0994,MBA,1,7.29,1,3,0,0.7,1.0,6,placed_6m,945360
STU0995,Engineering,3,6.38,3,4,0,0.75,0.45,6,placed_6m,710392
STU0996,Arts,1,8.29,0,1,1,0.35,1.0,6,placed_6m,360432
STU0997,Engineering,2,6.96,0,0,0,0.75,0.7,12,placed_12m,659291
STU0998,Arts,2,7.78,2,3,1,0.35,0.7,6,placed_6m,301481
STU0999,MBA,3,6.67,1,2,1,0.7,0.45,12,placed_12m,756499
STU1000,Engineering,3,6.49,2,3,1,0.75,0.45,6,placed_6m,739228
STU1001,Data Science,3,7.29,2,1,1,0.85,0.45,12,placed_12m,1045135
STU1002,Law,2,7.21,3,0,1,0.45,0.7,3,placed_3m,609326
STU1003,Nursing,2,7.73,1,1,1,0.6,0.7,6,placed_6m,488937
STU1004,Law,2,6.9,2,2,1,0.45,0.7,12,placed_12m,543240
STU1005,Data Science,3,5.18,1,2,1,0.85,0.45,24,delayed,867875
STU1006,Data Science,3,6.72,2,0,1,0.85,0.45,3,placed_3m,1032871
STU1007,Law,1,8.07,1,4,0,0.45,1.0,6,placed_6m,619591
STU1008,Engineering,3,6.87,0,3,1,0.75,0.45,6,placed_6m,647523
STU1009,MBA,1,6.93,1,3,1,0.7,1.0,6,placed_6m,901700
STU1010,Engineering,2,8.29,1,2,1,0.75,0.7,12,placed_12m,660381
STU1011,Arts,2,6.42,2,1,1,0.35,0.7,24,delayed,319767
STU1012,Arts,2,5.5,2,1,1,0.35,0.7,24,delayed,273152
STU1013,Engineering,2,7.02,2,4,1,0.75,0.7,3,placed_3m,728898
STU1014,Nursing,2,6.67,0,1,0,0.6,0.7,24,delayed,449654
STU1015,Arts,2,6.14,2,3,1,0.35,0.7,24,delayed,305491
STU1016,Engineering,3,7.01,1,1,0,0.75,0.45,3,placed_3m,614231
STU1017,Data Science,2,7.74,3,4,1,0.85,0.7,3,placed_3m,1134561
STU1018,Arts,1,7.19,3,3,1,0.35,1.0,6,placed_6m,344520
STU1019,Engineering,3,7.54,0,1,0,0.75,0.45,6,placed_6m,691166
STU1020,Data Science,2,9.19,2,3,0,0.85,0.7,3,placed_3m,1168483
STU1021,Engineering,2,6.82,0,2,1,0.75,0.7,6,placed_6m,753253
STU1022,Arts,3,7.51,1,2,0,0.35,0.45,24,delayed,333670
STU1023,Arts,2,6.64,1,2,0,0.35,0.7,12,placed_12m,313062
STU1024,Arts,1,6.27,0,1,1,0.35,1.0,12,placed_12m,334795
STU1025,MBA,2,6.56,2,4,0,0.7,0.7,6,placed_6m,855403
STU1026,Law,3,6.67,0,3,1,0.45,0.45,24,delayed,513192
STU1027,Law,2,7.6,0,0,1,0.45,0.7,12,placed_12m,557928
STU1028,MBA,3,9.78,1,2,0,0.7,0.45,3,placed_3m,988199
STU1029,Law,2,6.41,2,2,0,0.45,0.7,6,placed_6m,639711
