student_id,course,institute_tier,cgpa,internships,certifications,job_portal_active,industry_demand,institute_score,placement_months,placement_label,starting_salary,employability_score,engagement_score,course_enc,label_enc
STU0475,Arts,3,8.02,2,3,1,0.35,0.45,12,placed_12m,319581,0.6198666666666666,0.84,0,2
STU0476,Engineering,1,7.66,2,4,1,0.75,1.0,3,placed_3m,860467,0.7872666666666668,0.92,2,0
STU0477,Data Science,3,7.49,1,3,1,0.85,0.45,6,placed_6m,1133298,0.5929833333333334,0.84,1,1
STU0478,Arts,1,6.83,0,1,1,0.35,1.0,12,placed_12m,327313,0.50155,0.6799999999999999,0,2
STU0479,Data Science,3,7.61,3,1,1,0.85,0.45,3,placed_3m,1203258,0.7438499999999999,0.6799999999999999,1,0
STU0480,Data Science,2,7.06,1,3,1,0.85,0.7,3,placed_3m,1181634,0.6279333333333332,0.84,1,0
STU0481,Data Science,3,7.7,0,4,1,0.85,0.45,24,delayed,973018,0.527,0.92,1,3
STU0482,MBA,3,6.65,2,0,0,0.7,0.45,3,placed_3m,998130,0.5944166666666667,0.0,4,0
STU0483,Data Science,1,7.0,1,1,1,0.85,1.0,6,placed_6m,1096456,0.6658333333333333,0.6799999999999999,1,1
STU0484,Data Science,2,6.11,1,3,1,0.85,0.7,12,placed_12m,978051,0.5946833333333332,0.84,1,2
STU0485,Arts,3,7.16,1,3,1,0.35,0.45,6,placed_6m,332689,0.5064333333333333,0.84,0,1
STU0486,Engineering,2,6.31,1,3,1,0.75,0.7,12,placed_12m,651255,0.5866833333333332,0.84,2,2
STU0487,Engineering,3,5.97,2,0,1,0.75,0.45,3,placed_3m,663582,0.5781166666666666,0.6,2,0
STU0488,Arts,2,7.48,1,2,1,0.35,0.7,12,placed_12m,359888,0.5576333333333333,0.76,0,2
STU0489,Law,2,7.43,1,4,0,0.45,0.7,12,placed_12m,585785,0.5908833333333333,0.32000000000000006,3,2
STU0490,MBA,2,8.06,1,2,1,0.7,0.7,6,placed_6m,808717,0.6304333333333333,0.76,4,1
STU0491,Data Science,2,6.73,2,4,1,0.85,0.7,3,placed_3m,1094481,0.7097166666666668,0.92,1,0
STU0492,Engineering,3,7.65,2,4,1,0.75,0.45,6,placed_6m,672543,0.6769166666666666,0.92,2,1
STU0493,Engineering,2,7.81,1,3,0,0.75,0.7,3,placed_3m,765959,0.6391833333333332,0.24,2,0
STU0494,MBA,2,7.69,2,1,0,0.7,0.7,12,placed_12m,953868,0.6908166666666666,0.08000000000000002,4,2
STU0495,MBA,2,6.29,0,3,0,0.7,0.7,24,delayed,879225,0.49515,0.24,4,3
STU0496,Data Science,2,7.36,3,0,1,0.85,0.7,3,placed_3m,1192110,0.7751000000000001,0.6,1,0
STU0497,Engineering,3,7.6,1,4,0,0.75,0.45,6,placed_6m,736848,0.5918333333333333,0.32000000000000006,2,1
STU0498,Arts,3,7.21,2,1,1,0.35,0.45,6,placed_6m,308289,0.5715166666666666,0.6799999999999999,0,1
STU0499,Arts,2,4.9,0,4,0,0.35,0.7,12,placed_12m,300877,0.404,0.32000000000000006,0,2
STU0500,Data Science,3,7.38,0,4,0,0.85,0.45,12,placed_12m,1117172,0.5158,0.32000000000000006,1,2
STU0501,Data Science,3,9.63,1,3,0,0.85,0.45,6,placed_6m,1068687,0.6678833333333334,0.24,1,1
STU0502,MBA,2,6.8,2,1,0,0.7,0.7,3,placed_3m,1000945,0.6596666666666666,0.08000000000000002,4,0
STU0503,Law,3,6.4,1,1,1,0.45,0.45,24,delayed,499670,0.47483333333333333,0.6799999999999999,3,3
STU0504,Data Science,2,7.61,3,4,1,0.85,0.7,3,placed_3m,1076513,0.82385,0.92,1,0
STU0505,Engineering,1,7.54,1,1,1,0.75,1.0,6,placed_6m,763026,0.6697333333333333,0.6799999999999999,2,1
STU0506,Arts,3,8.51,1,1,0,0.35,0.45,6,placed_6m,348237,0.5336833333333333,0.08000000000000002,0,1
STU0507,Law,2,5.82,0,3,0,0.45,0.7,12,placed_12m,564378,0.44120000000000004,0.24,3,2
STU0508,Arts,3,8.0,2,2,1,0.35,0.45,12,placed_12m,309386,0.6091666666666666,0.76,0,2
STU0509,Nursing,3,7.85,0,0,1,0.6,0.45,3,placed_3m,441174,0.45475,0.6,5,0
STU0510,Data Science,1,7.04,3,2,0,0.85,1.0,6,placed_6m,1111353,0.8438999999999999,0.16000000000000003,1,1
STU0511,MBA,3,7.57,3,1,1,0.7,0.45,12,placed_12m,805885,0.71995,0.6799999999999999,4,2
STU0512,Arts,2,8.33,3,4,1,0.35,0.7,6,placed_6m,341549,0.77405,0.92,0,1
STU0513,Law,2,8.16,1,0,0,0.45,0.7,24,delayed,560619,0.5764333333333334,0.0,3,3
STU0514,Engineering,2,5.94,2,0,1,0.75,0.7,6,placed_6m,709816,0.6270666666666667,0.6,2,1
STU0515,Engineering,3,8.1,2,4,0,0.75,0.45,6,placed_6m,774871,0.6926666666666665,0.32000000000000006,2,1
STU0516,MBA,1,7.13,0,0,1,0.7,1.0,24,delayed,778939,0.55455,0.6,4,3
STU0517,Law,2,7.28,2,4,0,0.45,0.7,3,placed_3m,621290,0.6689666666666667,0.32000000000000006,3,0
STU0518,Arts,3,7.28,0,0,1,0.35,0.45,12,placed_12m,275769,0.3973,0.6,0,2
STU0519,Engineering,3,7.03,1,2,0,0.75,0.45,12,placed_12m,690238,0.5518833333333334,0.16000000000000003,2,2
STU0520,Data Science,3,8.51,0,0,1,0.85,0.45,12,placed_12m,981652,0.51535,0.6,1,2
STU0521,MBA,1,7.11,0,3,0,0.7,1.0,6,placed_6m,831591,0.5838500000000001,0.24,4,1
STU0522,Arts,2,5.97,1,4,1,0.35,0.7,24,delayed,318004,0.5247833333333333,0.92,0,3
STU0523,Law,2,6.77,1,0,1,0.45,0.7,6,placed_6m,551117,0.5277833333333333,0.6,3,1
STU0524,Law,3,7.4,2,4,1,0.45,0.45,6,placed_6m,569358,0.6231666666666666,0.92,3,1
STU0525,MBA,2,8.55,0,3,1,0.7,0.7,6,placed_6m,770630,0.57425,0.84,4,1
STU0526,MBA,2,7.86,1,0,1,0.7,0.7,12,placed_12m,950420,0.6034333333333333,0.6,4,2
STU0527,Engineering,3,6.26,0,0,0,0.75,0.45,24,delayed,641335,0.4216,0.0,2,3
STU0528,Engineering,1,9.93,1,3,0,0.75,1.0,6,placed_6m,820773,0.7733833333333333,0.24,2,1
STU0529,Law,3,7.49,2,3,1,0.45,0.45,6,placed_6m,523261,0.6163166666666666,0.84,3,1
STU0530,Law,3,8.6,1,3,0,0.45,0.45,6,placed_6m,643864,0.5718333333333334,0.24,3,1
STU0531,Arts,3,7.03,2,4,1,0.35,0.45,6,placed_6m,305905,0.5952166666666667,0.92,0,1
STU0532,Arts,2,7.79,1,3,0,0.35,0.7,6,placed_6m,325891,0.5784833333333333,0.24,0,1
STU0533,Data Science,1,8.12,2,4,1,0.85,1.0,12,placed_12m,1334520,0.8183666666666667,0.92,1,2
STU0534,Nursing,3,8.54,1,2,1,0.6,0.45,3,placed_3m,432361,0.5822333333333333,0.76,5,0
STU0535,Arts,3,8.36,1,0,1,0.35,0.45,3,placed_3m,348492,0.5184333333333333,0.6,0,0
STU0536,Law,3,8.16,2,0,1,0.45,0.45,6,placed_6m,623552,0.6097666666666667,0.6,3,1
STU0537,Engineering,1,6.85,0,1,0,0.75,1.0,6,placed_6m,726830,0.5622499999999999,0.08000000000000002,2,1
STU0538,MBA,3,6.57,2,2,1,0.7,0.45,12,placed_12m,849585,0.6116166666666667,0.76,4,2
STU0539,Engineering,3,7.57,2,3,0,0.75,0.45,3,placed_3m,725292,0.6641166666666667,0.24,2,0
STU0540,Arts,3,8.23,1,3,1,0.35,0.45,12,placed_12m,330794,0.5438833333333334,0.84,0,2
STU0541,Data Science,3,6.96,0,2,1,0.85,0.45,24,delayed,930237,0.48109999999999997,0.76,1,3
STU0542,Engineering,3,8.37,0,3,1,0.75,0.45,6,placed_6m,760192,0.52545,0.84,2,1
STU0543,Data Science,2,8.8,3,1,0,0.85,0.7,3,placed_3m,1096767,0.8355000000000001,0.08000000000000002,1,0
STU0544,Data Science,1,6.19,2,4,0,0.85,1.0,6,placed_6m,1165937,0.7508166666666667,0.32000000000000006,1,1
STU0545,MBA,2,6.28,0,0,0,0.7,0.7,12,placed_12m,858567,0.4648,0.0,4,2
STU0546,Engineering,1,7.05,1,2,0,0.75,1.0,3,placed_3m,771140,0.6625833333333333,0.16000000000000003,2,0
STU0547,Data Science,2,7.54,1,0,0,0.85,0.7,12,placed_12m,1138149,0.6147333333333334,0.0,1,2
STU0548,Data Science,2,6.62,2,4,1,0.85,0.7,3,placed_3m,1056741,0.7058666666666666,0.92,1,0
STU0549,Nursing,1,8.69,0,2,0,0.6,1.0,3,placed_3m,428869,0.61415,0.16000000000000003,5,0
STU0550,Data Science,2,7.67,0,4,1,0.85,0.7,3,placed_3m,1045161,0.57595,0.92,1,0
STU0551,Law,1,7.24,3,3,1,0.45,1.0,6,placed_6m,610187,0.8009000000000001,0.84,3,1
STU0552,Data Science,3,5.62,0,3,1,0.85,0.45,24,delayed,821228,0.44420000000000004,0.84,1,3
STU0553,Data Science,3,5.75,0,3,0,0.85,0.45,12,placed_12m,812912,0.44875,0.24,1,2
STU0554,Law,1,7.51,3,4,0,0.45,1.0,6,placed_6m,637383,0.82035,0.32000000000000006,3,1
STU0555,MBA,3,4.85,2,4,1,0.7,0.45,12,placed_12m,732483,0.5714166666666667,0.92,4,2
STU0556,Engineering,2,8.31,1,4,0,0.75,0.7,3,placed_3m,625543,0.6666833333333333,0.32000000000000006,2,0
STU0557,Engineering,2,7.03,0,0,1,0.75,0.7,12,placed_12m,703391,0.49855,0.6,2,2
STU0558,Nursing,1,10.0,0,4,0,0.6,1.0,6,placed_6m,575747,0.68,0.32000000000000006,5,1
STU0559,Data Science,2,9.74,0,3,1,0.85,0.7,24,delayed,1147890,0.6384000000000001,0.84,1,3
STU0560,Nursing,3,7.0,3,1,1,0.6,0.45,6,placed_6m,441288,0.6849999999999999,0.6799999999999999,5,1
STU0561,Engineering,3,7.08,1,4,1,0.75,0.45,12,placed_12m,658863,0.5736333333333333,0.92,2,2
STU0562,Engineering,1,8.3,2,1,0,0.75,1.0,6,placed_6m,771146,0.7796666666666667,0.08000000000000002,2,1
STU0563,Engineering,1,9.07,3,3,0,0.75,1.0,6,placed_6m,839026,0.90995,0.24,2,1
STU0564,MBA,2,5.4,1,4,1,0.7,0.7,6,placed_6m,808335,0.5573333333333333,0.92,4,1
STU0565,Data Science,2,5.23,0,0,1,0.85,0.7,12,placed_12m,863518,0.45054999999999995,0.6,1,2
STU0566,MBA,2,6.52,1,0,0,0.7,0.7,12,placed_12m,944064,0.5565333333333332,0.0,4,2
STU0567,MBA,2,7.84,3,1,0,0.7,0.7,3,placed_3m,867621,0.7794,0.08000000000000002,4,0
STU0568,Arts,3,7.75,2,0,0,0.35,0.45,3,placed_3m,348659,0.5804166666666666,0.0,0,0
STU0569,MBA,3,8.38,0,0,1,0.7,0.45,6,placed_6m,853681,0.4883,0.6,4,1
STU0570,Data Science,2,5.88,2,0,0,0.85,0.7,3,placed_3m,1166849,0.6399666666666666,0.0,1,0
STU0571,Nursing,3,4.65,1,3,1,0.6,0.45,12,placed_12m,383121,0.4560833333333334,0.84,5,2
STU0572,MBA,2,8.14,3,0,1,0.7,0.7,3,placed_3m,946611,0.7798999999999999,0.6,4,0
STU0573,Data Science,2,6.29,0,2,1,0.85,0.7,12,placed_12m,953669,0.5076499999999999,0.76,1,2
STU0574,Law,2,4.98,1,4,1,0.45,0.7,12,placed_12m,525254,0.5051333333333333,0.92,3,2
STU0575,Arts,2,7.36,2,0,1,0.35,0.7,6,placed_6m,313802,0.6167666666666667,0.6,0,1
STU0576,Engineering,3,8.07,1,0,1,0.75,0.45,3,placed_3m,665615,0.5682833333333333,0.6,2,0
STU0577,Arts,2,7.07,1,0,0,0.35,0.7,6,placed_6m,285970,0.5232833333333333,0.0,0,1
STU0578,MBA,2,6.7,0,2,1,0.7,0.7,6,placed_6m,778860,0.49949999999999994,0.76,4,1
STU0579,Engineering,2,7.02,1,0,1,0.75,0.7,3,placed_3m,705498,0.5815333333333332,0.6,2,0
STU0580,MBA,1,6.79,1,0,1,0.7,1.0,12,placed_12m,916473,0.6259833333333333,0.6,4,2
STU0581,Arts,3,5.72,3,4,1,0.35,0.45,12,placed_12m,263903,0.6326999999999999,0.92,0,2
STU0582,MBA,2,6.41,1,2,0,0.7,0.7,6,placed_6m,840411,0.5726833333333333,0.16000000000000003,4,1
STU0583,MBA,2,7.77,1,2,1,0.7,0.7,6,placed_6m,933432,0.6202833333333333,0.76,4,1
STU0584,Data Science,2,7.55,2,0,0,0.85,0.7,6,placed_6m,1087943,0.6984166666666667,0.0,1,1
STU0585,Engineering,2,7.38,0,2,1,0.75,0.7,6,placed_6m,657624,0.5307999999999999,0.76,2,1
STU0586,Engineering,1,6.11,1,1,0,0.75,1.0,12,placed_12m,678376,0.6196833333333334,0.08000000000000002,2,2
STU0587,Engineering,3,7.0,2,2,1,0.75,0.45,3,placed_3m,664303,0.6341666666666665,0.76,2,0
STU0588,Engineering,2,4.81,2,2,0,0.75,0.7,6,placed_6m,620093,0.6075166666666667,0.16000000000000003,2,1
STU0589,Engineering,3,7.4,2,2,1,0.75,0.45,6,placed_6m,706733,0.6481666666666666,0.76,2,1
STU0590,Engineering,3,8.77,2,3,1,0.75,0.45,3,placed_3m,854171,0.7061166666666667,0.84,2,0
STU0591,Data Science,3,5.58,0,3,0,0.85,0.45,12,placed_12m,840984,0.44279999999999997,0.24,1,2
STU0592,Engineering,2,6.56,3,3,1,0.75,0.7,3,placed_3m,711643,0.7621,0.84,2,0
STU0593,MBA,2,7.56,0,2,1,0.7,0.7,24,delayed,835473,0.5296,0.76,4,3
STU0594,Law,1,8.58,2,1,1,0.45,1.0,3,placed_3m,642167,0.7444666666666667,0.6799999999999999,3,0
STU0595,MBA,3,6.71,1,2,0,0.7,0.45,24,delayed,859904,0.5331833333333333,0.16000000000000003,4,3
STU0596,Data Science,2,6.44,3,0,1,0.85,0.7,6,placed_6m,908779,0.7428999999999999,0.6,1,1
STU0597,Engineering,2,5.03,2,1,1,0.75,0.7,6,placed_6m,632034,0.6052166666666667,0.6799999999999999,2,1
STU0598,Engineering,2,7.31,2,3,1,0.75,0.7,6,placed_6m,765192,0.7050166666666666,0.84,2,1
STU0599,Engineering,1,9.45,0,4,1,0.75,1.0,6,placed_6m,771771,0.6832500000000001,0.92,2,1
STU0600,Engineering,2,7.51,1,1,1,0.75,0.7,12,placed_12m,664752,0.6086833333333332,0.6799999999999999,2,2
STU0601,Engineering,1,7.18,2,3,0,0.75,1.0,3,placed_3m,782671,0.7604666666666666,0.24,2,0
STU0602,Engineering,3,7.55,2,1,0,0.75,0.45,12,placed_12m,739133,0.6434166666666665,0.08000000000000002,2,2
STU0603,Engineering,2,7.19,0,1,0,0.75,0.7,12,placed_12m,684744,0.5141500000000001,0.08000000000000002,2,2
STU0604,Engineering,1,6.31,3,2,0,0.75,1.0,6,placed_6m,713211,0.80335,0.16000000000000003,2,1
STU0605,MBA,2,8.11,3,0,1,0.7,0.7,3,placed_3m,994144,0.7788499999999999,0.6,4,0
STU0606,Engineering,1,7.45,1,4,1,0.75,1.0,3,placed_3m,730401,0.6965833333333333,0.92,2,0
STU0607,MBA,2,7.22,2,3,0,0.7,0.7,12,placed_12m,939187,0.6943666666666667,0.24,4,2
STU0608,Data Science,3,6.13,1,1,1,0.85,0.45,6,placed_6m,1067264,0.5253833333333333,0.6799999999999999,1,1
STU0609,Data Science,1,8.63,1,4,1,0.85,1.0,6,placed_6m,984672,0.7528833333333333,0.92,1,1
STU0610,Engineering,3,7.93,1,1,1,0.75,0.45,12,placed_12m,692266,0.5733833333333334,0.6799999999999999,2,2
STU0611,Nursing,1,6.59,1,0,1,0.6,1.0,12,placed_12m,398644,0.6039833333333333,0.6,5,2
STU0612,Data Science,2,8.3,2,4,1,0.85,0.7,3,placed_3m,1314774,0.7646666666666666,0.92,1,0
STU0613,Engineering,3,6.65,1,3,0,0.75,0.45,12,placed_12m,626110,0.5485833333333334,0.24,2,2
STU0614,Law,2,6.34,2,1,0,0.45,0.7,3,placed_3m,613558,0.6060666666666666,0.08000000000000002,3,0
STU0615,Arts,1,6.36,2,0,0,0.35,1.0,6,placed_6m,341476,0.6417666666666666,0.0,0,1
STU0616,Engineering,2,5.25,2,4,1,0.75,0.7,6,placed_6m,625506,0.6429166666666666,0.92,2,1
STU0617,Engineering,2,7.72,0,1,0,0.75,0.7,6,placed_6m,653802,0.5327,0.08000000000000002,2,1
STU0618,Law,3,5.19,2,1,1,0.45,0.45,24,delayed,571404,0.5158166666666667,0.6799999999999999,3,3
STU0619,Nursing,2,5.85,1,3,0,0.6,0.7,24,delayed,434052,0.5480833333333333,0.24,5,3
STU0620,Engineering,3,4.92,1,0,1,0.75,0.45,12,placed_12m,689797,0.45803333333333335,0.6,2,2
STU0621,Engineering,3,7.11,0,2,0,0.75,0.45,24,delayed,629821,0.47135000000000005,0.16000000000000003,2,3
STU0622,MBA,2,7.03,1,1,0,0.7,0.7,12,placed_12m,879824,0.5843833333333334,0.08000000000000002,4,2
STU0623,MBA,3,6.84,3,4,0,0.7,0.45,12,placed_12m,851742,0.7243999999999999,0.32000000000000006,4,2
STU0624,Data Science,2,6.05,1,3,1,0.85,0.7,6,placed_6m,981472,0.5925833333333332,0.84,1,1
STU0625,MBA,3,5.91,2,3,0,0.7,0.45,6,placed_6m,754757,0.5985166666666667,0.24,4,1
STU0626,MBA,1,7.71,0,1,1,0.7,1.0,12,placed_12m,912945,0.58485,0.6799999999999999,4,2
STU0627,Nursing,3,6.59,1,1,0,0.6,0.45,24,delayed,376167,0.5039833333333333,0.08000000000000002,5,3
STU0628,Engineering,2,7.55,3,1,0,0.75,0.7,6,placed_6m,774151,0.77675,0.08000000000000002,2,1
STU0629,Engineering,2,6.23,2,2,1,0.75,0.7,6,placed_6m,701447,0.6572166666666666,0.76,2,1
STU0630,Nursing,2,7.4,0,1,0,0.6,0.7,12,placed_12m,440029,0.499,0.08000000000000002,5,2
STU0631,Law,3,8.63,1,0,1,0.45,0.45,12,placed_12m,657012,0.5428833333333334,0.6,3,2
STU0632,Data Science,1,7.84,0,4,1,0.85,1.0,3,placed_3m,1109674,0.6419,0.92,1,0
STU0633,Data Science,1,6.75,1,1,0,0.85,1.0,6,placed_6m,1141819,0.6570833333333332,0.08000000000000002,1,1
STU0634,Engineering,3,7.48,2,2,0,0.75,0.45,6,placed_6m,799460,0.6509666666666667,0.16000000000000003,2,1
STU0635,MBA,3,6.94,2,4,0,0.7,0.45,3,placed_3m,938782,0.6445666666666667,0.32000000000000006,4,0
STU0636,Data Science,3,7.21,0,3,1,0.85,0.45,3,placed_3m,1067793,0.49985,0.84,1,0
STU0637,Engineering,3,6.84,3,1,1,0.75,0.45,6,placed_6m,687033,0.7019,0.6799999999999999,2,1
STU0638,Engineering,3,7.02,1,4,1,0.75,0.45,24,delayed,655599,0.5715333333333333,0.92,2,3
STU0639,MBA,3,7.43,1,3,1,0.7,0.45,12,placed_12m,760902,0.5683833333333334,0.84,4,2
STU0640,Engineering,2,6.11,1,2,0,0.75,0.7,12,placed_12m,686167,0.5696833333333333,0.16000000000000003,2,2
STU0641,MBA,1,6.08,2,0,1,0.7,1.0,3,placed_3m,927375,0.6844666666666666,0.6,4,0
STU0642,Engineering,3,5.67,1,1,1,0.75,0.45,6,placed_6m,627800,0.4942833333333333,0.6799999999999999,2,1
STU0643,MBA,2,5.44,1,0,1,0.7,0.7,12,placed_12m,864370,0.5187333333333333,0.6,4,2
STU0644,Engineering,1,5.86,1,2,1,0.75,1.0,12,placed_12m,632856,0.6209333333333333,0.76,2,2
STU0645,Law,2,7.38,0,4,1,0.45,0.7,12,placed_12m,632279,0.5058,0.92,3,2
STU0646,Data Science,3,6.22,2,4,0,0.85,0.45,6,placed_6m,1059484,0.6418666666666667,0.32000000000000006,1,1
STU0647,Data Science,2,7.76,1,2,1,0.85,0.7,6,placed_6m,1074088,0.6424333333333334,0.76,1,1
STU0648,Nursing,2,7.24,0,2,1,0.6,0.7,6,placed_6m,428454,0.5034,0.76,5,1
STU0649,MBA,2,5.03,2,1,0,0.7,0.7,3,placed_3m,855448,0.5977166666666667,0.08000000000000002,4,0
STU0650,Engineering,2,7.92,3,3,1,0.75,0.7,3,placed_3m,840865,0.8097000000000001,0.84,2,0
STU0651,Data Science,2,8.09,3,0,0,0.85,0.7,3,placed_3m,1166825,0.8006500000000001,0.0,1,0
STU0652,Data Science,2,6.11,1,0,1,0.85,0.7,6,placed_6m,1014924,0.5646833333333332,0.6,1,1
STU0653,Nursing,1,7.66,0,4,1,0.6,1.0,6,placed_6m,464382,0.5981000000000001,0.92,5,1
STU0654,MBA,3,6.26,1,4,0,0.7,0.45,6,placed_6m,912215,0.5374333333333333,0.32000000000000006,4,1
STU0655,Engineering,2,7.31,0,1,1,0.75,0.7,12,placed_12m,660516,0.5183499999999999,0.6799999999999999,2,2
STU0656,Engineering,3,5.81,3,2,1,0.75,0.45,6,placed_6m,669355,0.6758500000000001,0.76,2,1
STU0657,MBA,3,5.23,0,0,1,0.7,0.45,12,placed_12m,820090,0.37805,0.6,4,2
STU0658,Data Science,2,6.78,1,1,0,0.85,0.7,6,placed_6m,1045385,0.5981333333333334,0.08000000000000002,1,1
STU0659,Data Science,3,7.06,1,4,0,0.85,0.45,6,placed_6m,1084493,0.5879333333333334,0.32000000000000006,1,1
STU0660,MBA,2,6.76,1,4,0,0.7,0.7,12,placed_12m,797668,0.6049333333333333,0.32000000000000006,4,2
STU0661,Arts,3,5.9,2,0,0,0.35,0.45,12,placed_12m,296834,0.5156666666666667,0.0,0,2
STU0662,Data Science,2,6.76,1,4,1,0.85,0.7,6,placed_6m,1140834,0.6274333333333333,0.92,1,1
STU0663,Engineering,3,7.5,0,4,1,0.75,0.45,12,placed_12m,621422,0.505,0.92,2,2
STU0664,Engineering,2,7.15,1,3,1,0.75,0.7,12,placed_12m,686256,0.6160833333333333,0.84,2,2
STU0665,Engineering,2,7.4,1,2,1,0.75,0.7,3,placed_3m,724593,0.6148333333333333,0.76,2,0
STU0666,Engineering,1,6.46,0,4,1,0.75,1.0,6,placed_6m,648906,0.5786,0.92,2,1
STU0667,Engineering,3,8.49,2,3,1,0.75,0.45,12,placed_12m,703803,0.6963166666666667,0.84,2,2
STU0668,Engineering,3,5.91,1,1,1,0.75,0.45,24,delayed,616592,0.5026833333333333,0.6799999999999999,2,3
STU0669,Engineering,2,7.74,2,4,1,0.75,0.7,3,placed_3m,744580,0.7300666666666666,0.92,2,0
STU0670,Engineering,2,8.5,3,1,1,0.75,0.7,6,placed_6m,842959,0.81,0.6799999999999999,2,1
STU0671,Law,2,7.73,3,4,0,0.45,0.7,3,placed_3m,696758,0.7680500000000001,0.32000000000000006,3,0
STU0672,Engineering,3,6.98,3,0,0,0.75,0.45,12,placed_12m,657224,0.6968000000000001,0.0,2,2
STU0673,Data Science,1,6.62,0,3,1,0.85,1.0,6,placed_6m,1059610,0.5892,0.84,1,1
STU0674,MBA,3,8.34,0,3,1,0.7,0.45,12,placed_12m,889443,0.5169,0.84,4,2
STU0675,Arts,2,5.63,1,0,1,0.35,0.7,3,placed_3m,341635,0.4728833333333333,0.6,0,0
STU0676,Engineering,2,6.13,3,2,1,0.75,0.7,12,placed_12m,737473,0.73705,0.76,2,2
STU0677,MBA,1,6.76,3,3,0,0.7,1.0,6,placed_6m,974180,0.8215999999999999,0.24,4,1
STU0678,Arts,1,8.56,2,1,1,0.35,1.0,12,placed_12m,384457,0.7287666666666668,0.6799999999999999,0,2
STU0679,Law,2,7.62,0,3,0,0.45,0.7,6,placed_6m,606144,0.5042,0.24,3,1
STU0680,Law,2,6.14,3,2,1,0.45,0.7,6,placed_6m,555020,0.6924,0.76,3,1
STU0681,Engineering,3,6.86,1,1,1,0.75,0.45,24,delayed,649014,0.5359333333333334,0.6799999999999999,2,3
STU0682,Engineering,1,6.52,0,1,0,0.75,1.0,12,placed_12m,760767,0.5507,0.08000000000000002,2,2
STU0683,Data Science,2,6.42,1,0,1,0.85,0.7,6,placed_6m,1003685,0.5755333333333332,0.6,1,1
STU0684,Arts,2,8.28,0,4,1,0.35,0.7,24,delayed,325974,0.5223,0.92,0,3
STU0685,Data Science,1,5.69,1,0,0,0.85,1.0,12,placed_12m,1011137,0.6099833333333333,0.0,1,2
STU0686,Data Science,1,8.97,1,4,1,0.85,1.0,6,placed_6m,1020786,0.7647833333333334,0.92,1,1
STU0687,Engineering,2,8.11,1,0,1,0.75,0.7,6,placed_6m,730819,0.6196833333333331,0.6,2,1
STU0688,Nursing,2,8.4,2,4,1,0.6,0.7,12,placed_12m,484806,0.7306666666666667,0.92,5,2
STU0689,Engineering,2,6.69,2,3,0,0.75,0.7,12,placed_12m,675123,0.6833166666666666,0.24,2,2
STU0690,MBA,2,7.04,2,1,0,0.7,0.7,6,placed_6m,827661,0.6680666666666666,0.08000000000000002,4,1
STU0691,MBA,2,5.62,1,4,1,0.7,0.7,12,placed_12m,756796,0.5650333333333334,0.92,4,2
STU0692,Data Science,1,6.62,2,3,0,0.85,1.0,6,placed_6m,1166800,0.7558666666666667,0.24,1,1
STU0693,Engineering,2,7.74,3,2,1,0.75,0.7,3,placed_3m,857221,0.7933999999999999,0.76,2,0
STU0694,Engineering,3,8.63,0,0,0,0.75,0.45,6,placed_6m,761626,0.50455,0.0,2,1
STU0695,Data Science,2,5.98,1,2,1,0.85,0.7,6,placed_6m,902152,0.5801333333333334,0.76,1,1
STU0696,Engineering,3,6.8,1,3,1,0.75,0.45,6,placed_6m,701460,0.5538333333333334,0.84,2,1
STU0697,Data Science,2,7.03,0,2,0,0.85,0.7,12,placed_12m,957262,0.53355,0.16000000000000003,1,2
STU0698,Engineering,3,5.66,2,2,0,0.75,0.45,3,placed_3m,622240,0.5872666666666667,0.16000000000000003,2,0
STU0699,MBA,3,7.85,2,3,1,0.7,0.45,6,placed_6m,862299,0.6664166666666665,0.84,4,1
STU0700,Data Science,2,6.4,0,1,1,0.85,0.7,6,placed_6m,1038749,0.5015,0.6799999999999999,1,1
STU0701,Engineering,3,6.99,2,4,0,0.75,0.45,12,placed_12m,724596,0.6538166666666667,0.32000000000000006,2,2
STU0702,MBA,1,6.7,2,0,1,0.7,1.0,3,placed_3m,928287,0.7061666666666666,0.6,4,0
STU0703,Engineering,1,6.33,3,4,0,0.75,1.0,3,placed_3m,752310,0.8240500000000002,0.32000000000000006,2,0
STU0704,Engineering,3,7.19,1,0,1,0.75,0.45,12,placed_12m,687052,0.5374833333333333,0.6,2,2
STU0705,Arts,3,6.96,3,4,1,0.35,0.45,12,placed_12m,338402,0.6760999999999999,0.92,0,2
STU0706,MBA,1,6.79,1,2,0,0.7,1.0,12,placed_12m,968984,0.6459833333333334,0.16000000000000003,4,2
STU0707,Law,2,6.4,1,1,1,0.45,0.7,12,placed_12m,507759,0.5248333333333333,0.6799999999999999,3,2
STU0708,Engineering,1,7.55,0,2,0,0.75,1.0,12,placed_12m,722505,0.59675,0.16000000000000003,2,2
STU0709,Data Science,2,9.02,0,1,0,0.85,0.7,12,placed_12m,1017456,0.5932,0.08000000000000002,1,2
STU0710,Nursing,3,7.35,2,3,0,0.6,0.45,12,placed_12m,435208,0.6339166666666666,0.24,5,2
STU0711,Data Science,2,8.3,1,0,1,0.85,0.7,6,placed_6m,1086773,0.6413333333333333,0.6,1,1
STU0712,MBA,2,5.67,1,0,1,0.7,0.7,24,delayed,789848,0.5267833333333333,0.6,4,3
